continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,tests_per_case,total_vaccinations,people_vaccinated,population,total_death
Asia,India,30-01-2020,1,13,0,0,1.49,4,18,13125,21294,13,61,191181,1393409033,0
Asia,India,31-01-2020,1,6,0,0,1.51,5,17,13316,10705,6,62,224301,1393409033,0
Asia,India,01-02-2020,1,11,0,1,1.67,6,18,14376,9584,11,63,454049,1393409033,1
Asia,India,02-02-2020,2,9,1,2,1.8,7,26,15701,11534,9,324,674835,1393409033,3
Asia,India,03-02-2020,3,20,1,3,2.06,8,32,16999,12947,20,456,806484,1393409033,4
Asia,India,04-02-2020,3,11,2,4,2.26,9,44,20707,13904,11,234,1043534,1393409033,6
Asia,India,05-02-2020,3,6,2,5,2.37,10,36,20864,16991,6,678,1390592,1393409033,7
Asia,India,06-02-2020,3,23,2,6,2.33,69,38,25144,16420,23,243,1582201,1393409033,8
Asia,India,07-02-2020,3,14,2,7,2.23,60,41,55667,18044,14,34,1615504,1393409033,9
Asia,India,08-02-2020,3,38,3,13,2.11,71,55,27688,16374,38,191181,2023809,1393409033,16
Asia,India,09-02-2020,3,50,3,37,2.06,75,61,5365,21806,50,224301,2029480,1393409033,40
Asia,India,10-02-2020,3,86,4,14,2.02,94,80,4556,27339,86,454049,2355979,1393409033,18
Asia,India,11-02-2020,3,66,5,28,2.07,97,98,33456,29706,66,674835,2928053,1393409033,33
Asia,India,12-02-2020,3,103,4,48,2.02,90,133,5753,28357,103,806484,3500027,1393409033,52
Asia,India,13-02-2020,3,37,7,20,2.11,93,151,35257,32167,37,1043534,3744334,1393409033,27
Asia,India,14-02-2020,3,121,10,42,2.32,96,177,47951,37000,121,1390592,3758843,1393409033,52
Asia,India,15-02-2020,3,70,10,43,2.51,93,218,69245,29463,70,1582201,3950156,1393409033,53
Asia,India,16-02-2020,3,160,12,27,2.7,87,239,79950,41247,160,1615504,4138918,1393409033,39
Asia,India,17-02-2020,3,100,20,35,2.55,87,290,89534,38168,100,2023809,4449552,1393409033,55
Asia,India,18-02-2020,3,37,20,12,2.31,84,331,101068,45352,37,2029480,4959445,1393409033,32
Asia,India,19-02-2020,3,227,24,43,2.31,84,380,114015,40510,227,2355979,5416849,1393409033,67
Asia,India,20-02-2020,3,146,27,38,2.32,79,442,127919,50914,146,2928053,5775322,1393409033,65
Asia,India,21-02-2020,3,601,32,35,2.28,77,513,144910,54031,601,3500027,5812362,1393409033,67
Asia,India,22-02-2020,3,545,35,38,2.07,79,571,161330,59437,545,3744334,6259008,1393409033,73
Asia,India,23-02-2020,3,24,58,33,1.88,80,596,179374,72453,24,3758843,6611561,1393409033,91
Asia,India,24-02-2020,3,515,72,53,1.81,66,656,195748,73709,515,3950156,7017114,1393409033,125
Asia,India,25-02-2020,3,506,72,36,1.76,62,655,217554,70087,506,4138918,7505010,1393409033,108
Asia,India,26-02-2020,3,1190,86,40,1.66,61,704,244893,60783,1190,4449552,7967647,1393409033,126
Asia,India,27-02-2020,3,533,99,59,1.61,54,738,274599,84713,533,4959445,8044786,1393409033,158
Asia,India,28-02-2020,3,605,136,45,1.57,52,702,302956,84835,605,5416849,8044787,1393409033,181
Asia,India,29-02-2020,3,809,150,56,1.53,48,829,335123,85425,809,5775322,8418653,1393409033,206
Asia,India,01-03-2020,3,873,178,58,1.45,48,828,372123,85824,873,5812362,8641002,1393409033,236
Asia,India,02-03-2020,5,848,226,69,1.44,49,837,401586,64651,848,6259008,8844641,1393409033,295
Asia,India,03-03-2020,5,759,246,71,1.45,47,838,401587,85891,759,6611561,9381591,1393409033,317
Asia,India,04-03-2020,28,1248,288,75,1.46,47,825,401588,94671,1248,7017114,9693000,1393409033,363
Asia,India,05-03-2020,30,1034,331,69,1.46,45,856,401589,92791,1034,7505010,9964383,1393409033,400
Asia,India,06-03-2020,31,835,358,100,1.38,42,853,500542,92911,835,7967647,10124531,1393409033,458
Asia,India,07-03-2020,34,1108,393,68,1.38,41,868,541789,94325,1108,8052454,10308552,1393409033,461
Asia,India,08-03-2020,39,922,405,175,1.35,40,868,579957,93365,922,8052455,10585757,1393409033,580
Asia,India,09-03-2020,43,1370,448,127,1.35,38,881,625309,75150,1370,8516771,10884879,1393409033,575
Asia,India,10-03-2020,56,1893,486,92,1.33,38,856,665819,101475,1893,8857341,11206188,1393409033,578
Asia,India,11-03-2020,62,924,521,104,1.32,39,852,716733,108121,924,9186757,11552857,1393409033,625
Asia,India,12-03-2020,73,1541,559,96,1.3,36,811,770764,103532,28.4,9846523,11788669,1393409033,655
Asia,India,13-03-2020,82,1290,592,116,1.29,36,816,830201,103514,29.5,10449942,11845075,1393409033,708
Asia,India,14-03-2020,102,1707,645,111,1.32,29,820,902654,115364,28.8,10838323,12256337,1393409033,756
Asia,India,15-03-2020,113,1453,681,82,1.34,26,774,976363,108623,26,11085173,12906771,1393409033,763
Asia,India,16-03-2020,119,1753,721,121,1.37,26,778,1046450,90170,26.3,11424094,13739121,1393409033,842
Asia,India,17-03-2020,142,1607,780,136,1.43,26,742,1107233,92528,25.4,11907392,14796835,1393409033,916
Asia,India,18-03-2020,156,1561,825,98,1.46,25,745,1191946,116041,24.5,12366633,15996683,1393409033,923
Asia,India,19-03-2020,194,1873,881,104,1.49,20,736,1276781,119976,23.8,13067047,17168303,1393409033,985
Asia,India,20-03-2020,244,1738,939,118,1.51,17,758,1357413,121702,23.7,13756940,17227903,1393409033,1057
Asia,India,21-03-2020,330,1801,1008,154,1.48,17,771,1437788,127761,22.8,14242547,18943283,1393409033,1162
Asia,India,22-03-2020,396,2394,1079,131,1.44,17,753,1523213,125428,23.3,14301266,20004227,1393409033,1210
Asia,India,23-03-2020,499,2442,1154,146,1.4,16,760,1609037,100180,22.8,14854136,21034481,1393409033,1300
Asia,India,24-03-2020,536,2806,1223,132,1.36,14,736,1673688,128868,23,15620749,21435841,1393409033,1355
Asia,India,25-03-2020,657,3932,1323,150,1.33,18,740,1759579,137158,23,16616048,23075504,1393409033,1473
Asia,India,26-03-2020,727,2963,1391,142,1.32,16,705,1854250,139485,23.1,18005503,24307635,1393409033,1533
Asia,India,27-03-2020,887,3587,1566,142,1.29,15,684,1947041,143661,21.9,19497704,24452385,1393409033,1708
Asia,India,28-03-2020,987,3364,1693,156,1.27,13,672,2039952,137938,21.7,20922344,27079484,1393409033,1849
Asia,India,29-03-2020,1024,3344,1785,148,1.26,12,680,2134277,142069,21.3,20989010,28862037,1393409033,1933
Asia,India,30-03-2020,1251,3113,1889,172,1.27,13,657,2227642,108048,20,23008733,30600787,1393409033,2061
Asia,India,31-03-2020,1397,4353,1985,190,1.28,17,614,2302792,141682,19.4,24367906,32426230,1393409033,2175
Asia,India,01-04-2020,1998,3607,2101,177,1.31,23,585,2404267,145216,18.5,25685011,34842030,1393409033,2278
Asia,India,02-04-2020,2543,3524,2212,269,1.32,15,539,2512388,151808,17.4,26164920,37125187,1393409033,2481
Asia,India,03-04-2020,2567,3763,2294,205,1.34,11,539,2615920,150305,17.2,28218457,37574302,1393409033,2499
Asia,India,04-04-2020,3082,3942,2415,223,1.36,10,555,2719434,143737,16.7,29738409,40631153,1393409033,2638
Asia,India,05-04-2020,3588,3787,2551,200,1.35,10,512,2834798,151432,16.4,29908038,42731952,1393409033,2751
Asia,India,06-04-2020,4778,4864,2649,221,1.35,10,486,2943421,115519,16.3,32947432,44846538,1393409033,2870
Asia,India,07-04-2020,5311,5050,2753,259,1.33,10,459,3033591,146936,15.8,35064536,47001472,1393409033,3012
Asia,India,08-04-2020,5916,4630,2871,275,1.31,10,419,3126119,163187,15.8,37143255,49426618,1393409033,3146
Asia,India,09-04-2020,6725,6147,3025,286,1.29,10,386,3242160,165412,15.7,39339817,51441436,1393409033,3311
Asia,India,10-04-2020,7598,5553,3156,297,1.27,10,395,3362136,176959,15.4,42063392,51660234,1393409033,3453
Asia,India,11-04-2020,8446,6198,3302,261,1.25,10,386,3483838,189869,15.2,44603841,52211398,1393409033,3563
Asia,India,12-04-2020,9205,6568,3434,266,1.26,10,368,3611599,190730,15,45065998,53989035,1393409033,3700
Asia,India,13-04-2020,10453,6629,3584,277,1.26,10,367,3737027,143267,14.9,48494594,55783201,1393409033,3861
Asia,India,14-04-2020,11487,7113,3726,352,1.26,10,315,3837207,187223,14.7,50841286,59148798,1393409033,4078
Asia,India,15-04-2020,12322,6414,3868,396,1.26,9,316,3966075,215195,14.4,53145709,63081589,1393409033,4264
Asia,India,16-04-2020,13430,5843,4024,386,1.26,8,303,4103233,207871,14.4,55504440,65739470,1393409033,4410
Asia,India,17-04-2020,14352,7293,4172,311,1.25,8,304,4242718,215446,14.1,58109773,68678838,1393409033,4483
Asia,India,18-04-2020,15722,7300,4344,325,1.25,8,305,4386379,220479,13.9,60269782,72277309,1393409033,4669
Asia,India,19-04-2020,17615,8105,4534,380,1.25,7,287,4524317,231095,13.9,60530435,75937015,1393409033,4914
Asia,India,20-04-2020,18539,8336,4711,2003,1.24,7,263,4666386,170560,13.8,61113354,78763027,1393409033,6714
Asia,India,21-04-2020,20080,8782,4980,334,1.22,7,231,4774434,210292,13.7,63054353,82456522,1393409033,5314
Asia,India,22-04-2020,21370,7761,5185,336,1.21,6,197,4916116,217931,13.7,65117896,85763852,1393409033,5521
Asia,India,23-04-2020,23077,8821,5408,375,1.2,6,173,5061332,229588,13.4,68789138,88885961,1393409033,5783
Asia,India,24-04-2020,24530,9633,5608,306,1.18,5,184,5213140,241576,13.2,73054295,91587400,1393409033,5914
Asia,India,25-04-2020,26283,9889,5829,445,1.18,5,176,5363445,242383,13.2,75979651,95043039,1393409033,6274
Asia,India,26-04-2020,27890,9471,6088,312,1.17,4,194,5507182,248934,13,79105163,97301914,1393409033,6400
Asia,India,27-04-2020,29451,10438,6363,465,1.17,4,166,5658614,180596,12.9,83110926,100179199,1393409033,6828
Asia,India,28-04-2020,31324,10864,6649,418,1.17,4,154,5774133,241430,12.7,87077474,102349255,1393409033,7067
Asia,India,29-04-2020,33062,8442,6946,407,1.17,4,139,5921069,262679,12.5,90198673,104408484,1393409033,7353
Asia,India,30-04-2020,34863,10218,7207,384,1.17,4,122,6084256,267061,12.4,94334262,106431076,1393409033,7591
Asia,India,01-05-2020,37257,10459,7473,410,1.17,4,125,6249668,283659,12.4,98075160,107371770,1393409033,7883
Asia,India,02-05-2020,39699,10930,7750,380,1.18,4,122,6426627,282511,12.4,101595147,109659181,1393409033,8130
Asia,India,03-05-2020,42505,11458,8102,418,1.2,3,110,6616496,280151,12.1,104528565,109659182,1393409033,8520
Asia,India,04-05-2020,46437,11929,8498,507,1.22,3,102,6807226,219103,11.9,108533085,111673361,1393409033,9005
Asia,India,05-05-2020,49400,11502,8884,434,1.23,3,89,6950493,286247,12,111179578,113584269,1393409033,9318
Asia,India,06-05-2020,52987,10667,9195,379,1.23,2,79,7137716,320161,11.9,114493238,113584270,1393409033,9574
Asia,India,07-05-2020,56351,10974,9520,442,1.24,3,76,7352911,326826,11.8,117223509,113584271,1393409033,9962
Asia,India,08-05-2020,59695,12881,9900,613,1.25,2,81,7560782,333228,11.7,119937641,117795008,1393409033,10513
Asia,India,09-05-2020,62808,13586,11903,425,1.25,2,78,7776228,361024,11.5,122622590,119886252,1393409033,12328
Asia,India,10-05-2020,67161,14516,12237,466,1.25,0,69,7996707,358127,11.4,123852566,121263287,1393409033,12703
Asia,India,11-05-2020,70768,15403,12573,483,1.24,2,60,8227802,256039,11.4,127129113,122538179,1393409033,13056
Asia,India,12-05-2020,74292,14831,12948,487,1.24,3,48,8398362,333395,11.2,127129114,123811908,1393409033,13435
Asia,India,13-05-2020,78055,14933,13254,475,1.24,3,44,8608654,343243,11.1,129646105,125376952,1393409033,13729
Asia,India,14-05-2020,81997,15968,13699,519,1.23,4,41,8826585,350823,10.9,132754608,126328970,1393409033,14218
Asia,India,15-05-2020,85784,16922,14011,550,1.22,5,41,9056173,352801,10.7,132754609,126704151,1393409033,14561
Asia,India,16-05-2020,90648,17296,14476,501,1.21,4,43,9297749,420898,10.5,132754610,127696675,1393409033,14977
Asia,India,17-05-2020,95698,18552,14894,553,1.21,2,40,9540132,442263,10.3,139185173,128627919,1393409033,15447
Asia,India,18-05-2020,100328,19906,15301,582,1.21,2,37,9789066,515472,10.2,142524947,129730641,1393409033,15883
Asia,India,19-05-2020,106475,19459,15685,605,1.22,2,30,9969662,528082,10.1,144879233,131058890,1393409033,16290
Asia,India,20-05-2020,112028,18522,16095,688,1.23,2,26,10211092,408855,10,147053392,132294827,1393409033,16783
Asia,India,21-05-2020,118226,18641,16475,671,1.22,2,22,10473771,446642,10,149268772,133366482,1393409033,17146
Asia,India,22-05-2020,124794,19160,16893,543,1.22,2,20,10740832,642588,10,151998107,133854676,1393409033,17436
Asia,India,23-05-2020,131423,20903,17400,681,1.21,2,22,11024491,525689,9.9,153626325,135192013,1393409033,18081
Asia,India,24-05-2020,138536,22771,17834,585,1.21,3,21,11307002,463172,9.8,154211511,136557345,1393409033,18419
Asia,India,25-05-2020,144950,24850,18213,650,1.21,2,21,11587153,381027,9.7,156082136,137805245,1393409033,18863
Asia,India,26-05-2020,150793,24248,18655,1129,1.21,2,18,11806256,661892,9.6,157750752,139087590,1393409033,19784
Asia,India,27-05-2020,158086,22251,19268,740,1.22,3,20,12092503,619652,9.5,159931238,139861462,1393409033,20008
Asia,India,28-05-2020,165386,22753,19693,757,1.23,4,22,12412664,664949,9.4,162603603,141132112,1393409033,20450
Asia,India,29-05-2020,173491,24879,20159,702,1.24,3,20,12739490,639042,9.3,165190000,141764335,1393409033,20861
Asia,India,30-05-2020,181827,26506,20642,711,1.25,1,19,13072718,598778,9.2,167493857,143090218,1393409033,21353
Asia,India,31-05-2020,190609,27114,21129,637,1.25,1,20,13433742,719364,9,168304868,144270200,1393409033,21766
Asia,India,01-06-2020,198370,28606,21604,785,1.26,1,12,13791869,477023,8.9,171098918,145333606,1393409033,22389
Asia,India,02-06-2020,207191,28732,22123,762,1.26,1,13,14047908,698290,8.6,173862643,146624652,1393409033,22885
Asia,India,03-06-2020,216824,28498,22673,763,1.27,2,11,14381303,733449,8.2,176045577,146624653,1393409033,23436
Asia,India,04-06-2020,226713,29429,23174,793,1.28,2,13,14724546,830391,7.9,178361846,149219616,1393409033,23967
Asia,India,05-06-2020,236184,32676,23727,853,1.28,4,12,15075369,848728,7.8,179646413,150033188,1393409033,24580
Asia,India,06-06-2020,246622,34975,24309,771,1.28,5,11,15428170,868679,7.9,181544536,152301505,1393409033,25080
Asia,India,07-06-2020,257486,35252,24914,803,1.28,5,13,15849068,746608,8.5,182251006,153511379,1393409033,25717
Asia,India,08-06-2020,265928,38697,25602,857,1.28,2,12,16291331,731697,8.7,183817204,156189641,1393409033,26459
Asia,India,09-06-2020,276146,40425,26273,904,1.26,1,12,16806803,899864,8.8,185191602,158783606,1393409033,27177
Asia,India,10-06-2020,286605,37132,26816,886,1.25,0,12,17334885,801518,9,186410600,160605562,1393409033,27702
Asia,India,11-06-2020,297535,37740,27497,933,1.23,1,10,17743740,918470,9.5,187886885,164158704,1393409033,28430
Asia,India,12-06-2020,308993,45720,28082,861,1.22,2,10,18190382,805985,9.6,187886886,165598013,1393409033,28943
Asia,India,13-06-2020,320922,49310,28732,1007,1.21,3,12,18832970,1023836,9.6,190842497,167191085,1393409033,29739
Asia,India,14-06-2020,332424,48916,29861,871,1.19,3,13,19358659,801147,9,191719240,169585180,1393409033,30732
Asia,India,15-06-2020,343091,48611,30601,834,1.18,2,14,19821831,609917,9.4,194165711,171866824,1393409033,31435
Asia,India,16-06-2020,354065,49981,31358,942,1.18,2,13,20202858,925383,9.8,195506779,174296917,1393409033,32300
Asia,India,17-06-2020,366946,44457,32060,1007,1.16,2,11,20864750,823992,10.1,198425615,179172948,1393409033,33067
Asia,India,18-06-2020,380532,51596,32771,996,1.15,0,10,21484402,924998,10.1,201203166,180972102,1393409033,33767
Asia,India,19-06-2020,395048,50294,33408,944,1.14,1,11,22149351,901338,10,203166802,183275704,1393409033,34352
Asia,India,20-06-2020,410451,52783,34193,941,1.13,2,11,22788393,928761,10.4,207088953,185501579,1393409033,35134
Asia,India,21-06-2020,425282,61242,34955,876,1.13,2,10,23387171,1055027,10.6,208665123,188363894,1393409033,35831
Asia,India,22-06-2020,440215,54735,35718,1091,1.13,2,10,24106535,846278,10.5,210449895,191222380,1393409033,36809
Asia,India,23-06-2020,456183,52972,36511,978,1.13,2,6,24583558,1016920,10.5,213135738,194325996,1393409033,37489
Asia,India,24-06-2020,473105,52050,37364,983,1.13,1,6,25281848,1012367,10.8,215678166,197415653,1393409033,38347
Asia,India,25-06-2020,490401,52509,38135,945,1.12,2,8,26015297,1172179,11.2,218344384,199655293,1393409033,39080
Asia,India,26-06-2020,508953,56282,38938,912,1.11,1,10,26845688,1169765,11.8,223607768,202572835,1393409033,39850
Asia,India,27-06-2020,528859,62538,39795,836,1.1,1,10,27694416,1059346,12,225571144,205571046,1393409033,40631
Asia,India,28-06-2020,548318,61537,40699,848,1.09,4,14,28563095,1092654,12.6,228041045,207830971,1393409033,41547
Asia,India,29-06-2020,566840,64399,41585,967,1.08,6,17,29309703,720362,12.9,230490652,210442950,1393409033,42552
Asia,India,30-06-2020,585481,62064,42518,1115,1.07,7,10,30041400,1098621,13,233680929,214553189,1393409033,43633
Asia,India,01-07-2020,604641,53601,43379,1057,1.06,8,11,30941264,1154549,13.1,236856505,217542993,1393409033,44436
Asia,India,02-07-2020,625544,60963,44386,1021,1.06,8,12,31742782,1129756,12.8,240281903,221493259,1393409033,45407
Asia,India,03-07-2020,648315,66999,45257,948,1.06,7,13,32661252,1163542,13,243703242,224541283,1393409033,46205
Asia,India,04-07-2020,673165,64553,46091,971,1.07,8,12,33467237,1091251,13,246188067,232744813,1393409033,47062
Asia,India,05-07-2020,697413,64732,47033,819,1.07,7,14,34491073,1071702,12.6,249430416,238586187,1393409033,47852
Asia,India,06-07-2020,719664,64030,48040,1045,1.07,8,13,35292220,978500,12.9,252760364,241720520,1393409033,49085
Asia,India,07-07-2020,742417,57711,49036,1043,1.07,9,12,35902137,1072845,12.5,255305366,247652194,1393409033,50079
Asia,India,08-07-2020,767296,55018,49980,1096,1.07,8,11,36827520,1116842,12.3,258325900,253359907,1393409033,51076
Asia,India,09-07-2020,793802,64572,50921,1089,1.06,9,15,37651512,1136613,12.3,262970250,260253182,1393409033,52010
Asia,India,10-07-2020,820916,69672,51797,1065,1.07,9,16,38576510,1006615,11.9,266355940,262916313,1393409033,52862
Asia,India,11-07-2020,849522,68900,52888,1016,1.08,8,21,39477848,881911,12,270908312,265545768,1393409033,53904
Asia,India,12-07-2020,878254,69876,53866,1133,1.1,8,22,40406609,1206806,12.2,274286599,270178001,1393409033,54999
Asia,India,13-07-2020,906752,69239,54849,1115,1.11,8,17,41461636,731534,11.9,283313942,271410023,1393409033,55964
Asia,India,14-07-2020,936181,61408,55794,1172,1.11,7,16,42307914,933185,12.3,289855456,275693081,1393409033,56966
Asia,India,15-07-2020,968857,60975,56706,1209,1.11,6,18,43324834,953683,12.6,293370338,276339011,1393409033,57915
Asia,India,16-07-2020,1003832,57224,57542,1201,1.12,5,20,44337201,1156569,12.9,300054027,282231365,1393409033,58743
Asia,India,17-07-2020,1039084,85687,58390,1114,1.12,4,21,45509380,1492409,12.8,306661528,284455266,1393409033,59504
Asia,India,18-07-2020,1077781,77266,59357,1136,1.11,4,27,46679145,1341535,12.6,314841384,286751758,1393409033,60493
Asia,India,19-07-2020,1118206,76472,60472,1054,1.11,4,26,47738491,987861,12.3,318030412,288782557,1393409033,61526
Asia,India,20-07-2020,1155338,78761,61529,1290,1.11,5,26,48831145,709394,12.2,321423578,291184757,1393409033,62819
Asia,India,21-07-2020,1193078,78512,62550,1132,1.12,6,29,49551507,1142811,12.2,327423913,298678913,1393409033,63682
Asia,India,22-07-2020,1238798,69921,63498,1174,1.12,6,32,50650128,1086688,11.9,329158139,298678914,1393409033,64672
Asia,India,23-07-2020,1288108,78357,64469,1247,1.12,7,30,51804677,1423052,11.7,334741649,303171498,1393409033,65716
Asia,India,24-07-2020,1337024,83883,65288,1133,1.11,7,33,52934433,1097947,11.6,335671794,304018852,1393409033,66421
Asia,India,25-07-2020,1385635,83341,66333,1130,1.11,9,35,54097975,1132675,11.6,344300590,306612781,1393409033,67463
Asia,India,26-07-2020,1435616,86432,67376,1053,1.1,9,36,55189226,1142131,11.8,347378550,311387539,1393409033,68429
Asia,India,27-07-2020,1480073,90632,68472,1085,1.1,9,40,56260928,989860,11.8,351229497,313529502,1393409033,69557
Asia,India,28-07-2020,1531669,90802,69561,1129,1.09,9,40,57239428,1089403,11.7,354307646,316116189,1393409033,70690
Asia,India,29-07-2020,1581963,75809,70626,1141,1.08,11,44,58312273,1199857,11.7,358070763,318665226,1393409033,71767
Asia,India,30-07-2020,1634746,89706,71642,1089,1.07,15,48,59429115,1194321,11.5,368991222,321893762,1393409033,72731
Asia,India,31-07-2020,1695988,95735,72775,1124,1.06,16,49,60565728,1168705,11.2,368991223,321893763,1393409033,73899
Asia,India,01-08-2020,1750723,96551,73890,1039,1.05,12,49,61572343,1164018,11.5,376032586,326392783,1393409033,74929
Asia,India,02-08-2020,1803695,97570,75062,776,1.03,11,49,62454254,1078544,11.3,377352501,328716212,1393409033,75838
Asia,India,03-08-2020,1855745,94372,76271,1179,1.02,12,50,63661060,994851,11.2,381467646,330259212,1393409033,77450
Asia,India,04-08-2020,1908254,92071,77472,1181,1.01,10,49,64392594,1073014,11.2,387697935,333945151,1393409033,78653
Asia,India,05-08-2020,1964536,83809,78586,1095,1,9,53,65325779,1145015,11.4,391340491,336819816,1393409033,79681
Asia,India,06-08-2020,2027074,90123,79722,1069,0.98,9,52,66279462,1136183,12.3,395343767,340387695,1393409033,80791
Asia,India,07-08-2020,2088611,97894,80776,940,0.98,10,54,67436031,1028622,13.2,399695879,341802707,1393409033,81716
Asia,India,08-08-2020,2153010,96424,82066,903,0.96,11,60,68928440,999090,12.9,404931715,346516149,1393409033,82969
Asia,India,09-08-2020,2215074,93337,83198,884,0.96,6,68,70269975,970173,13,404931716,349324061,1393409033,84082
Asia,India,10-08-2020,2268675,92605,84372,986,0.96,52,65,71257836,859786,13.4,411846401,352545271,1393409033,85358
Asia,India,11-08-2020,2329638,86961,85619,971,0.96,8,76,71967230,1032795,13.6,415472455,356140739,1393409033,86590
Asia,India,12-08-2020,2396637,75083,86752,964,0.96,10,80,73110041,1083608,14.2,417851151,359820313,1393409033,87716
Asia,India,13-08-2020,2461190,83347,87882,926,0.96,9,74,74196729,1469984,13.7,423417030,359820314,1393409033,88808
Asia,India,14-08-2020,2525922,86508,88935,918,0.95,14,82,75619781,1442722,13.6,427882261,367994586,1393409033,89853
Asia,India,15-08-2020,2589952,86052,90020,816,0.95,16,90,76717728,1269479,14.1,433150864,367994587,1393409033,90836
Asia,India,16-08-2020,2647663,85362,91149,706,0.94,20,94,77850403,1140905,14.8,435196001,378090597,1393409033,91855
Asia,India,17-08-2020,2702681,88600,92290,730,0.94,24,90,78992534,939309,15,441912395,381126275,1393409033,93020
Asia,India,18-08-2020,2767253,82170,93379,680,0.93,29,94,79982394,958116,15.4,446156659,385631050,1393409033,94059
Asia,India,19-08-2020,2836925,70589,94503,895,0.92,31,100,81071797,1066786,15.3,450706257,390041560,1393409033,95398
Asia,India,20-08-2020,2905825,80472,95542,837,0.92,54,102,82271654,1075760,15.6,456033754,394378151,1393409033,96379
Asia,India,21-08-2020,2975701,86821,96318,1033,0.92,57,108,83465975,1164648,15.8,461518479,395667593,1393409033,97351
Asia,India,22-08-2020,3044940,81484,97497,579,0.92,60,111,84634680,1067976,15.9,461518480,400158057,1393409033,98076
Asia,India,23-08-2020,3106348,79476,98678,587,0.92,77,117,85798698,1091239,16.1,472223639,403596088,1393409033,99265
Asia,India,24-08-2020,3167323,75829,99773,717,0.91,81,122,86877242,855800,16.3,472223640,406980329,1393409033,100490
Asia,India,25-08-2020,3224547,74442,100842,702,0.91,90,122,87872093,1046247,16.6,485286570,406980330,1393409033,101544
Asia,India,26-08-2020,3310234,61267,101782,690,0.91,91,117,88945107,1209609,16.7,489342295,416846115,1393409033,102472
Asia,India,27-08-2020,3387500,72049,102685,650,0.9,91,120,90090122,1209425,16.8,495327595,422575401,1393409033,103335
Asia,India,28-08-2020,3463972,78524,103569,578,0.9,92,134,91226305,1220711,16.9,501009609,422575402,1393409033,104147
Asia,India,29-08-2020,3542733,70496,104555,480,0.89,115,150,92254927,1113209,17.1,506810492,428681772,1393409033,105035
Asia,India,30-08-2020,3621245,73272,105526,488,0.88,115,150,93254017,1194487,17.1,508664759,433454974,1393409033,106014
Asia,India,31-08-2020,3691166,74383,106490,508,0.88,116,156,94224190,835401,17.4,514500268,437698591,1393409033,106998
Asia,India,01-09-2020,3769523,66732,107416,517,0.87,104,159,95083976,1043665,17.8,519080524,441116044,1393409033,107933
Asia,India,02-09-2020,3853406,55342,108334,563,0.87,113,179,96116771,1153294,19,523671019,446102199,1393409033,108897
Asia,India,03-09-2020,3936747,63509,109150,551,0.86,119,194,97200379,1193358,20.6,523671020,448292884,1393409033,109701
Asia,India,04-09-2020,4023179,67708,109856,470,0.86,124,201,98670363,1139230,22,536189903,451186857,1393409033,110326
Asia,India,05-09-2020,4113811,63371,110586,496,0.86,124,221,100113085,929491,23.1,543846290,452207578,1393409033,111082
Asia,India,06-09-2020,4204613,62212,111266,490,0.85,119,240,101382564,805589,24,543846291,456880623,1393409033,111756
Asia,India,07-09-2020,4280422,61871,112161,514,0.85,120,234,102523469,861706,24.5,550520038,463341344,1393409033,112675
Asia,India,08-09-2020,4370128,55722,112998,704,0.84,116,238,103462778,844382,24.9,556520316,468130627,1393409033,113702
Asia,India,09-09-2020,4465863,46790,114031,670,0.84,117,244,104420894,937279,24.1,562151515,476059071,1393409033,114701
Asia,India,10-09-2020,4562414,54044,114610,577,0.84,114,260,105487680,1028203,23.6,566595708,483512657,1393409033,115187
Asia,India,11-09-2020,4659984,55839,115197,559,0.85,120,274,106563440,1083397,23.2,573205464,488153607,1393409033,115756
Asia,India,12-09-2020,4754356,54366,115914,490,0.86,123,298,107728088,1066022,23.1,576365820,493077195,1393409033,116404
Asia,India,13-09-2020,4846427,53370,116616,448,0.87,115,315,108796064,1075326,22.7,580771824,497002083,1393409033,117064
Asia,India,14-09-2020,4930236,50129,117306,512,0.89,112,324,109887303,849596,22.8,582239230,509668131,1393409033,117818
Asia,India,15-09-2020,5020359,45148,117956,550,0.9,119,310,110743103,1099545,23.2,588731504,515627968,1393409033,118506
Asia,India,16-09-2020,5118253,36470,118534,547,0.91,114,311,111789350,1159032,23.7,597923238,519667854,1393409033,119081
Asia,India,17-09-2020,5214677,43893,119014,520,0.92,116,312,112998959,1090238,23.7,604391211,521015869,1393409033,119534
Asia,India,18-09-2020,5308014,49881,119502,447,0.93,107,319,114208384,1131204,23.9,615540527,525319361,1393409033,119949
Asia,India,19-09-2020,5400619,48648,120010,435,0.94,99,344,115429095,1157605,24.2,625864766,527862293,1393409033,120445
Asia,India,20-09-2020,5487580,48268,120527,449,0.95,104,354,116542304,1283449,24.2,632587851,536004002,1393409033,120976
Asia,India,21-09-2020,5562663,46963,121090,474,0.95,104,327,117736791,876173,24.3,639305611,543462433,1393409033,121564
Asia,India,22-09-2020,5646010,45231,121641,585,0.95,112,330,118572192,969322,24.3,644799225,550694661,1393409033,122226
Asia,India,23-09-2020,5732518,38310,122111,584,0.95,106,327,119615857,1096651,24.5,661576916,552964723,1393409033,122695
Asia,India,24-09-2020,5818570,46253,122607,564,0.96,102,322,120769151,1111698,24.6,669775627,558984568,1393409033,123171
